id,Title,Director,Cast,Genre,year,imbd link
2641,Bombay Boys,Kaizad Gustad,"Tara Deshpande, Naveen Andrews, Rahul Bose, Alexander Gifford, Naseeruddin Shah, Roshan Seth",Comedy drama,1998,http://www.imdb.com/find?q=Bombay+Boys+1998+
2642,China Gate,Rajkumar Santoshi,"Samir Soni, Mamta Kulkarni, Amrish Puri, Om Puri, Urmila Matondkar","Social, War, Action",1998,http://www.imdb.com/find?q=China+Gate+1998+
2643,Chhota Chetan,Jijo Punnoose,"Urmila Matondkar, Dalip Tahil, Satish Kaushik",,1998,http://www.imdb.com/find?q=Chhota+Chetan+1998+
2644,Dahan,Rituparno Ghosh,"Shakuntala Barua, Abhishek Chatterjee, Subhendu Chatterjee",Drama,1998,http://www.imdb.com/find?q=Dahan+1998+
2645,Dand Nayak,Sikander Bharti,"Manek Bedi, Ayesha Jhulka, Bharat Kapoor",Action,1998,http://www.imdb.com/find?q=Dand+Nayak+1998+
2646,Deewana Hoon Pagal Nahi,Mohanjee Prasad,"Rakesh Bedi, Laxmikant Berde, Vikas Bhalla","Drama, Family, Action, Comedy",1998,http://www.imdb.com/find?q=Deewana+Hoon+Pagal+Nahi+1998+
2647,Devta,Jagdish A Sharma,"Mithun Chakraborty, Aditya Pancholi, Ayushi, Payal Malhotra,",Action,1998,http://www.imdb.com/find?q=Devta+1998+
2648,Dhoondte Reh Jaaoge,Kumar Bhatia,"Tinnu Anand, Prem Chopra, Dinesh Hingoo","Comedy, Drama, Family, Romance",1998,http://www.imdb.com/find?q=Dhoondte+Reh+Jaaoge+1998+
2649,Dil Se..,Mani Ratnam,"Shahrukh Khan, Manisha Koirala, Preity Zinta",Drama,1998,http://www.imdb.com/find?q=Dil+Se..+1998+
2650,Do Numbri,T L V Prasad,"Mithun Chakraborty, Sneha",,1998,http://www.imdb.com/find?q=Do+Numbri+1998+
2651,Doli Saja Ke Rakhna,Priyadarshan,"Akshaye Khanna, Jyothika","Romance, Drama",1998,http://www.imdb.com/find?q=Doli+Saja+Ke+Rakhna+1998+
2652,Dulhe Raja,Harmesh Malhotra,"Govinda, Raveena Tandon",Comedy,1998,http://www.imdb.com/find?q=Dulhe+Raja+1998+
2653,Duplicate,Mahesh Bhatt,"Shahrukh Khan, Juhi Chawla, Sonali Bendre",Comedy,1998,http://www.imdb.com/find?q=Duplicate+1998+
2654,Dushman,Tanuja Chandra,"Kajol, Sanjay Dutt, Ashutosh Rana",Thriller,1998,http://www.imdb.com/find?q=Dushman+1998+
2655,Ganga Ki Kasam,T L V Prasad,"Deepti Bhatnagar, Mithun Chakraborthy, Jackie Shroff",Drama,1998,http://www.imdb.com/find?q=Ganga+Ki+Kasam+1998+
2656,Ghar Bazar,D.S. Azad,"Mumtaz Begum, Shail Chaturvedi, Gulshan Grover","Action, Crime, Drama",1998,http://www.imdb.com/find?q=Ghar+Bazar+1998+
2657,Gharwali Baharwali,David Dhawan,"Anil Kapoor, Raveena Tandon, Rambha",Comedy,1998,http://www.imdb.com/find?q=Gharwali+Baharwali+1998+
2658,Ghulam,Vikram Bhatt,"Aamir Khan, Rani Mukerji","Action, Drama",1998,http://www.imdb.com/find?q=Ghulam+1998+
2659,Gunda,Kanti Shah,"Mithun Chakraborty, Verna Raj, Ishrat Ali","Action, Comdey",1998,http://www.imdb.com/find?q=Gunda+1998+
2660,Hafta Vasuli,Deepak Balraaj Vij,"Jackie Shroff, Aditya Pancholi, Ayub Khan",,1998,http://www.imdb.com/find?q=Hafta+Vasuli+1998+
2661,Haste Haste,Kalidas,"Asrani, Vikram Gokhale, Rohini Hattangadi",Comedy,1998,http://www.imdb.com/find?q=Haste+Haste+1998+
2662,Hatyara,T L V Prasad,"Mithun Chakraborty, Suman Ranganathan",,1998,http://www.imdb.com/find?q=Hatyara+1998+
2663,Hazaar Chaurasi Ki Maa,Govind Nihalani,"Jaya Bachchan, Anupam Kher, Seema Biswas",Drama,1998,http://www.imdb.com/find?q=Hazaar+Chaurasi+Ki+Maa+1998+
2664,Hero Hindustani,Aziz Sejawal,"Arshad Warsi, Namrata Shirodkar, Parmeet Sethi, Kader Khan",Romance,1998,http://www.imdb.com/find?q=Hero+Hindustani+1998+
2665,Himmatwala,Jayant Gillator,"Mithun Chakraborty, Ayesha Jhulka",Action,1998,http://www.imdb.com/find?q=Himmatwala+1998+
2666,Hitler,T L V Prasad,"Mithun Chakraborty, Shilpa Shirodkar, Deepti Bhatnagar",Crime,1998,http://www.imdb.com/find?q=Hitler+1998+
2667,Humse Badhkar Kaun,Deepak Anand,"Sunil Shetty, Saif Ali Khan, Sonali Bendre","Action, Comedy",1998,http://www.imdb.com/find?q=Humse+Badhkar+Kaun+1998+
2668,Hyderabad Blues,Nagesh Kukunoor,"Nagesh Kukunoor, Rajshri Nair",Social,1998,http://www.imdb.com/find?q=Hyderabad+Blues+1998+
2669,Iski Topi Uske Sarr,Raju Mavani,"Sharad Kapoor, Mukul Dev, Divya Dutta, Prem Chopra","Action, Crime, Drama",1998,http://www.imdb.com/find?q=Iski+Topi+Uske+Sarr+1998+
2670,Jaane Jigar,"Arshad Khan, Talat Jani","Jackie Shroff, Ayub Khan, Mamta Kulkarni","Comedy, Drama, Family",1998,http://www.imdb.com/find?q=Jaane+Jigar+1998+
2671,Jab Pyaar Kisise Hota Hai,Deepak Sareen,"Salman Khan, Twinkle Khanna",Drama,1998,http://www.imdb.com/find?q=Jab+Pyaar+Kisise+Hota+Hai+1998+
2672,Jeans,S. Shankar,"Prashanth, Aishwarya Rai",Romance,1998,http://www.imdb.com/find?q=Jeans+1998+
2673,Jhooth Bole Kauwa Kaate,Hrishikesh Mukherjee,"Anil Kapoor, Juhi Chawla, Amrish Puri","Drama, Comdey, Family, Romance",1998,http://www.imdb.com/find?q=Jhooth+Bole+Kauwa+Kaate+1998+
2674,Kalicharan,Imran Khalid,"Monica Bedi, Dharmendra",Action,1998,http://www.imdb.com/find?q=Kalicharan+1998+
2675,Kabhi Na Kabhi,Priyadarshan,"Jackie Shroff, Anil Kapoor, Pooja Bhatt","Action, Crime, Romance",1998,http://www.imdb.com/find?q=Kabhi+Na+Kabhi+1998+
2676,Kareeb,Vidhu Vinod Chopra,"Bobby Deol, Neha","Romance, Drama",1998,http://www.imdb.com/find?q=Kareeb+1998+
2677,Keemat – They Are Back,Sameer Malkan,"Akshay Kumar, Saif Ali Khan, Sonali Bendre, Raveena Tandon",Action,1998,http://www.imdb.com/find?q=Keemat+–+They+Are+Back+1998+
2678,Khote Sikkey,Partho Ghosh,"Ayub Khan, Madhoo, Atul Agnihotri",Crime,1998,http://www.imdb.com/find?q=Khote+Sikkey+1998+
2679,Kuch Kuch Hota Hai,Karan Johar,"Shahrukh Khan, Kajol, Rani Mukerji, Salman Khan","Drama, Romance",1998,http://www.imdb.com/find?q=Kuch+Kuch+Hota+Hai+1998+
2680,Kudrat,,"Aruna Irani, Kader Khan, Akshaye Khanna",,1998,http://www.imdb.com/find?q=Kudrat+1998+
2681,Maharaja,Anil Sharma,"Govinda, Manisha Koirala, Raj Babbar",Drama,1998,http://www.imdb.com/find?q=Maharaja+1998+
2682,Major Saab,Tinnu Anand,"Amitabh Bachchan, Ajay Devgan, Sonali Bendre","Action, Drama, Romance",1998,http://www.imdb.com/find?q=Major+Saab+1998+
2683,Main Solah Baras Ki,Dev Anand,"Dev Anand, Neeru Bajwa, Jas Arora",,1998,http://www.imdb.com/find?q=Main+Solah+Baras+Ki+1998+
2684,Maut,Jeetu,"Sapna, Raj Premi, Shabbir",Horror,1998,http://www.imdb.com/find?q=Maut+1998+
2685,Mehndi,Hamid Ali Khan,"Rani Mukerji, Faraaz Khan",Drama,1998,http://www.imdb.com/find?q=Mehndi+1998+
2686,Mere Do Anmol Ratan,K. Ravi Shankar,"Arshad Warsi, Namrata Shirodkar, Mukul Dev, Reema Lagoo",Drama,1998,http://www.imdb.com/find?q=Mere+Do+Anmol+Ratan+1998+
2687,Military Raaj,Sanjay Sharma,"Mithun Chakraborty, Pratibha Sinha, Pooja Bedi, Aditya Pancholi",,1998,http://www.imdb.com/find?q=Military+Raaj+1998+
2688,Miss 420,Akashdeep,"Baba Sehgal, Sheeba",Romance,1998,http://www.imdb.com/find?q=Miss+420+1998+
2689,Mohabbat Aur Jung,Hameed Alam,"Aparajita, Mohnish Bahl, Rakesh Bedi",Action,1998,http://www.imdb.com/find?q=Mohabbat+Aur+Jung+1998+
2690,Pardesi Babu,Manoj Agrawal,"Govinda, Raveena Tandon, Shilpa Shetty","Action, Comdey, Drama",1998,http://www.imdb.com/find?q=Pardesi+Babu+1998+
2691,Phool Bane Patthar,Ambrish Sangal,"Mohnish Bahl, Indrani Banerjee, Rakesh Bedi",,1998,http://www.imdb.com/find?q=Phool+Bane+Patthar+1998+
2692,Prem Aggan,Feroz Khan,"Fardeen Khan, Meghna Kothari, Sameer Malhotra",Romance,1998,http://www.imdb.com/find?q=Prem+Aggan+1998+
2693,Pyaar Kiya To Darna Kya,Sohail Khan,"Salman Khan, Kajol, Arbaaz Khan","Comedy, Romance",1998,http://www.imdb.com/find?q=Pyaar+Kiya+To+Darna+Kya+1998+
2694,Pyaar To Hona Hi Tha,Anees Bazmee,"Ajay Devgan, Kajol",Romance,1998,http://www.imdb.com/find?q=Pyaar+To+Hona+Hi+Tha+1998+
2695,Qila,Umesh Mehra,"Dilip Kumar, Rekha, Mukul Dev, Mamta Kulkarni",Thriller,1998,http://www.imdb.com/find?q=Qila+1998+
2696,Saat Rang Ke Sapne,Priyadarshan,"Arvind Swamy, Juhi Chawla","Drama, Romance",1998,http://www.imdb.com/find?q=Saat+Rang+Ke+Sapne+1998+
2697,Saaz,Sai Paranjpye,"Shabana Azmi, Zakir Hussain, Aruna Irani",Drama,1998,http://www.imdb.com/find?q=Saaz+1998+
2698,Saazish,Sudhir R. Nair,"Mithun Chakraborty, Pooja Batra",Action,1998,http://www.imdb.com/find?q=Saazish+1998+
2699,Salaakhen,Guddu Dhanoa,"Sunny Deol, Raveena Tandon, Amrish Puri",Action,1998,http://www.imdb.com/find?q=Salaakhen+1998+
2700,Sar Utha Ke Jiyo,Sikander Bharti,"Naseeruddin Shah, Madhoo, Manek Bedi","Action, Romance",1998,http://www.imdb.com/find?q=Sar+Utha+Ke+Jiyo+1998+
2701,Satya,Ram Gopal Varma,"J. D. Chakravarthy, Urmila Matondkar, Manoj Bajpai",Action,1998,http://www.imdb.com/find?q=Satya+1998+
2702,Sham Ghansham,Ashok Ghai,"Raakhee, Chandrachur Singh, Arbaaz Khan",Drama,1998,http://www.imdb.com/find?q=Sham+Ghansham+1998+
2703,Sher Khan,Ambrish Sangal,"Rita Bhaduri, Dharmendra",,1998,http://www.imdb.com/find?q=Sher+Khan+1998+
2704,Soldier,Abbas-Mustan,"Bobby Deol, Preity Zinta","Romance, Action, Thriller",1998,http://www.imdb.com/find?q=Soldier+1998+
2705,Tirchhi Topiwale,Nadeem Khan,"Inder Kumar, Chunky Pandey, Monica Bedi","Comedy, Drama",1998,http://www.imdb.com/find?q=Tirchhi+Topiwale+1998+
2706,Train to Pakistan,Pamela Rooks,"Nirmal Pandey, Rajit Kapur, Divya Dutta","Drama, War",1998,http://www.imdb.com/find?q=Train+to+Pakistan+1998+
2707,Ustadon Ke Ustad,T L V Prasad,"Mithun Chakraborty, Jackie Shroff, Madhoo",,1998,http://www.imdb.com/find?q=Ustadon+Ke+Ustad+1998+
2708,Vinashak - Destroyer,Ravi Deewan,"Sunil Shetty, Raveena Tandon",Action,1998,http://www.imdb.com/find?q=Vinashak+-+Destroyer+1998+
2709,Wajood,N. Chandra,"Madhuri Dixit, Nana Patekar",Drama,1998,http://www.imdb.com/find?q=Wajood+1998+
2710,Yamraaj,Rajiv Babbar,"Mithun Chakraborty, Jackie Shroff, Sneha, Mink Singh",,1998,http://www.imdb.com/find?q=Yamraaj+1998+
2711,Yugpurush,Partho Ghosh,"Nana Patekar, Jackie Shroff, Manisha Koirala",Drama,1998,http://www.imdb.com/find?q=Yugpurush+1998+
2712,Zakhm,Mahesh Bhatt,"Ajay Devgan, Sonali Bendre, Pooja Bhatt, NagarjunaRomance",Nadeem-Shravan,1998,http://www.imdb.com/find?q=Zakhm+1998+
2713,Zanjeer,Yusuf Bhat,"Aditya Pancholi, Sakshi Shivanand, Monica Bedi, Shakti Kapoor, Satish Kaul",Action,1998,http://www.imdb.com/find?q=Zanjeer+1998+
2714,Zor,Sangeeth Sivan,"Sunny Deol, Sushmita Sen","Action, Crime, Drama",1998,http://www.imdb.com/find?q=Zor+1998+
2715,Zulm-O-Sitam,K. C. Bokadia,"Mahesh Anand, Vikas Anand, Kishore Anand Bhanushali",Action,1998,http://www.imdb.com/find?q=Zulm-O-Sitam+1998+
2716,Aa Ab Laut Chalen,Rishi Kapoor,"Rajesh Khanna, Akshaye Khanna, Aishwarya Rai, Kader Khan, Jaspal Bhatti, Satish Kaushik, Mousami Chatterji, Himani Shivpuri","Romance, Drama,",1999,http://www.imdb.com/find?q=Aa+Ab+Laut+Chalen+1999+
2717,Aarzoo,Lawrence D'Souza,"Akshay Kumar, Madhuri Dixit, Saif Ali Khan, Amrish Puri",Drama,1999,http://www.imdb.com/find?q=Aarzoo+1999+
2718,Anari No.1,Sandesh Kohli,"Govinda, Raveena Tandon, Simran Bagga, Kader Khan, Satish Shah, Aruna Irani",Comedy,1999,http://www.imdb.com/find?q=Anari+No.1+1999+
2719,Arjun Pandit,Rahul Rawail,"Sunny Deol, Juhi Chawla, Saurabh Shukla",Action,1999,http://www.imdb.com/find?q=Arjun+Pandit+1999+
2720,Baadshah,Abbas-Mustan,"Shahrukh Khan, Twinkle Khanna","Action, Comedy",1999,http://www.imdb.com/find?q=Baadshah+1999+
2721,Bade Dilwala,Shakeel Noorani,"Sunil Shetty, Priya Gill, Paresh Rawal",Action,1999,http://www.imdb.com/find?q=Bade+Dilwala+1999+
2722,Bhopal Express,Mahesh Mathai,"Naseeruddin Shah, Kay Kay Menon, Nethra Raghuraman, Zeenat Aman",Drama,1999,http://www.imdb.com/find?q=Bhopal+Express+1999+
2723,Biwi No.1,David Dhawan,"Salman Khan, Karisma Kapoor, Sushmita Sen, Anil Kapoor, Tabu, Saif Ali Khan",Comedy,1999,http://www.imdb.com/find?q=Biwi+No.1+1999+
2724,Chandaal Aatma,S.R. Pratap,"Aparna, Rakesh Bedi, Sudhir Dalvi",Horror,1999,http://www.imdb.com/find?q=Chandaal+Aatma+1999+
2725,Chehraa,Gautam Adhikari,"Seema Kapoor, Ayub Khan, Madhoo",,1999,http://www.imdb.com/find?q=Chehraa+1999+
2726,Daag: The Fire,Raj Kanwar,"Sanjay Dutt, Chandrachur Singh, Mahima Chaudhry","Action, Romance",1999,http://www.imdb.com/find?q=Daag:+The+Fire+1999+
2727,Dahek,Lateef Binny,"Akshaye Khanna, Sonali Bendre, Danny Denzongpa, Ahmed Khan",Drama,1999,http://www.imdb.com/find?q=Dahek+1999+
2728,Dil Kya Kare,Prakash Jha,"Ajay Devgan, Kajol, Mahima Chaudhry, Chandrachur Singh",Drama,1999,http://www.imdb.com/find?q=Dil+Kya+Kare+1999+
2729,Dillagi,Sunny Deol,"Sunny Deol, Bobby Deol, Urmila Matondkar, Preity Zinta",Drama,1999,http://www.imdb.com/find?q=Dillagi+1999+
2730,Double Gadbad,,"Navneet Nishan, Baba Sehgal",Comedy,1999,http://www.imdb.com/find?q=Double+Gadbad+1999+
2731,Dracula,Bhooshan Lal,"Sadashiv Amrapurkar, Ashna, Mohan Joshi",Horror,1999,http://www.imdb.com/find?q=Dracula+1999+
2732,Dulhan Banoo Main Teri,Anoop Kumar,"Faraaz Khan, Deepti Bhatnagar","Romance, Drama",1999,http://www.imdb.com/find?q=Dulhan+Banoo+Main+Teri+1999+
2733,Gair,Ashok Gaekwad,"Ajay Devgan, Raveena Tandon, Reena Roy, Amrish Puri",Action,1999,http://www.imdb.com/find?q=Gair+1999+
2734,Godmother,Vinay Shukla,"Shabana Azmi, Milind Gunaji, Nirmal Pandey","Crime, Drama",1999,http://www.imdb.com/find?q=Godmother+1999+
2735,Haseena Maan Jaayegi,David Dhawan,"Govinda, Sanjay Dutt, Karisma Kapoor, Puja Batra",Comedy,1999,http://www.imdb.com/find?q=Haseena+Maan+Jaayegi+1999+
2736,Heera Lal Panna Lal,Kawal Sharma,"Mithun Chakraborty, Johnny Lever, Payal Malhotra","Drama, Action, Comedy, Crime",1999,http://www.imdb.com/find?q=Heera+Lal+Panna+Lal+1999+
2737,Hello Brother,Sohail Khan,"Salman Khan, Rani Mukerji, Arbaaz Khan",Comedy,1999,http://www.imdb.com/find?q=Hello+Brother+1999+
2738,Hindustan Ki Kasam,Veeru Devgan,"Amitabh Bachchan, Ajay Devgan, Manisha Koirala, Sushmita Sen, Prem Chopra","Patriotic, Action",1999,http://www.imdb.com/find?q=Hindustan+Ki+Kasam+1999+
2739,Hogi Pyaar Ki Jeet,P. Vasu,"Ajay Devgn, Neha, Arshad Warsi",,1999,http://www.imdb.com/find?q=Hogi+Pyaar+Ki+Jeet+1999+
2740,Hote Hote Pyar Ho Gaya,Firoz Irani,"Jackie Shroff, Kajol, Atul Agnihotri, Ayesha Jhulka",Drama,1999,http://www.imdb.com/find?q=Hote+Hote+Pyar+Ho+Gaya+1999+
2741,Hu Tu Tu,Gulzar,"Nana Patekar, Sunil Shetty, Tabu",Drama,1999,http://www.imdb.com/find?q=Hu+Tu+Tu+1999+
2742,Hum Aapke Dil Mein Rehte Hain,Satish Kaushik,"Kajol, Anil Kapoor, Anupam Kher, Johny Lever",Romantic drama,1999,http://www.imdb.com/find?q=Hum+Aapke+Dil+Mein+Rehte+Hain+1999+
2743,Hum Dil De Chuke Sanam,Sanjay Leela Bhansali,"Salman Khan, Ajay Devgan, Aishwarya Rai",Drama,1999,http://www.imdb.com/find?q=Hum+Dil+De+Chuke+Sanam+1999+
2744,Hum Saath-Saath Hain: We Stand United,Sooraj R. Barjatya,"Salman Khan, Mohnish Bahl, Tabu, Saif Ali Khan, Karisma Kapoor, Sonali Bendre",Family Drama,1999,http://www.imdb.com/find?q=Hum+Saath-Saath+Hain:+We+Stand+United+1999+
2745,Hum Tum Pe Marte Hain,Nabh Kumar Raju,"Govinda, Urmila Matondkar","Romance, Drama",1999,http://www.imdb.com/find?q=Hum+Tum+Pe+Marte+Hain+1999+
2746,International Khiladi,Umesh Mehra,"Akshay Kumar, Twinkle Khanna, Rajat Bedi","Action, Crime, Drama, Romance",1999,http://www.imdb.com/find?q=International+Khiladi+1999+
2747,Jaanam Samjha Karo,Andaleb Sulthapuri,"Salman Khan, Urmila Matondkar, Monica Bedi","Romance, Drama",1999,http://www.imdb.com/find?q=Jaanam+Samjha+Karo+1999+
2748,Jaanwar,Suneel Darshan,"Akshay Kumar, Karishma Kapoor, Shilpa Shetty, Shakti Kapoor, Ashutosh Rana",Drama,1999,http://www.imdb.com/find?q=Jaanwar+1999+
2749,Jahan Tum Le Chalo,Desh Deepak,"Rana Jung Bahadur, Shail Chaturvedi, Sonali Kulkarni",Romance,1999,http://www.imdb.com/find?q=Jahan+Tum+Le+Chalo+1999+
2750,Jai Hind,Manoj Kumar,"Rishi Kapoor, Kunal Goswami, Shilpa Shirodkar, Pran","Action, Romance",1999,http://www.imdb.com/find?q=Jai+Hind+1999+
2751,Kaala Samrajya,Deepak Bahry,"Sunil Shetty, Monica Bedi, Amrish Puri",Action,1999,http://www.imdb.com/find?q=Kaala+Samrajya+1999+
2752,Kachche Dhaage,Milan Luthria,"Ajay Devgan, Manisha Koirala, Saif Ali Khan, Namrata Shirodkar","Romance, Drama",1999,http://www.imdb.com/find?q=Kachche+Dhaage+1999+
2753,Kahani Kismat Ki,Farogh Siddique,"Laxmikant Berde, Mithun Chakraborty, Deepshika",Action,1999,http://www.imdb.com/find?q=Kahani+Kismat+Ki+1999+
2754,Kartoos,Mahesh Bhatt,"Sanjay Dutt, Manisha Koirala, Jackie Shroff",Action,1999,http://www.imdb.com/find?q=Kartoos+1999+
2755,Kaun,Ram Gopal Varma,"Urmila Matondkar, Manoj Bajpai, Sushanth Kumar",Thriller,1999,http://www.imdb.com/find?q=Kaun+1999+
2756,Khoobsurat,Sanjay Chhel,"Sanjay Dutt, Urmila Matondkar, Om Puri, Farida Jalal","Romance, Drama",1999,http://www.imdb.com/find?q=Khoobsurat+1999+
2757,Khooni Ilaaka: The Prohibited Area,Jitendra Chawda,"Kishore Anand Bhanushali, Arif Khan, Anil Nagrath",Horror,1999,http://www.imdb.com/find?q=Khooni+Ilaaka:+The+Prohibited+Area+1999+
2758,Khopdi: The Skull,Ramesh U. Lakhiani,"Rajesh Bakshi, Vijay Solanki",Horror,1999,http://www.imdb.com/find?q=Khopdi:+The+Skull+1999+
2759,Kohram,Mehul Kumar,"Amitabh Bachchan, Tabu, Nana Patekar, Jaya Pradha",Action,1999,http://www.imdb.com/find?q=Kohram+1999+
2760,Laawaris,Shrikant Sharma,"Akshaye Khanna, Manisha Koirala, Jackie Shroff, Dimple Kapadia",Drama,1999,http://www.imdb.com/find?q=Laawaris+1999+
2761,Lal Baadshah,K. C. Bokadia,"Amitabh Bachchan, Shilpa Shetty, Manisha Koirala",Action,1999,http://www.imdb.com/find?q=Lal+Baadshah+1999+
2762,Lo Main Aa Gaya,Mahesh Kothare,"Vinay Anand, Laxmikant Berde, Prem Chopra",Action,1999,http://www.imdb.com/find?q=Lo+Main+Aa+Gaya+1999+
2763,Love You Hamesha,Kailash Surendranath,"Rishma Malik, Rohit Bal, Sonali Bendre",,1999,http://www.imdb.com/find?q=Love+You+Hamesha+1999+
2764,Maa Kasam,Ashok Gaekwad,"Kasam Ali, Vikas Anand, Arjun",Action,1999,http://www.imdb.com/find?q=Maa+Kasam+1999+
2765,Main Tere Pyaar Mein Pagal,K. Raghavendra Rao,"Tanikella Bharani, Brahmanandam, J.D. Chakravarthi",Comedy,1999,http://www.imdb.com/find?q=Main+Tere+Pyaar+Mein+Pagal+1999+
2766,Manchala,Jaiprakash Shaw,"Vivek Mushran, Gauri Khopkar, Rakesh Bedi",Romance,1999,http://www.imdb.com/find?q=Manchala+1999+
2767,Mann,Inder Kumar,"Aamir Khan, Manisha Koirala, Anil Kapoor, Sharmila Tagore, Deepti Bhatnagar","Romance, Drama",1999,http://www.imdb.com/find?q=Mann+1999+
2768,Mast,Ram Gopal Varma,"Aftab Shivdasani, Urmila Matondkar","Romance, Drama",1999,http://www.imdb.com/find?q=Mast+1999+
2769,Mother,Saawan Kumar,"Jeetendra, Rekha, Randhir Kapoor","Comedy, Drama, Family",1999,http://www.imdb.com/find?q=Mother+1999+
2770,Munnibai,Kanti Shah,"Dharmendra, Mohan Joshi, Johnny Lever",,1999,http://www.imdb.com/find?q=Munnibai+1999+
2771,Naukar Ki Kameez,Mani Kaul,"Samir Ahmed, Vikrishnah Batt, Anu Joseph",,1999,http://www.imdb.com/find?q=Naukar+Ki+Kameez+1999+
2772,Nyaydaata,Vicky Ranawat,"Tinnu Anand, Aparajita, Asrani",Action,1999,http://www.imdb.com/find?q=Nyaydaata+1999+
2773,Phir Kabhi,Balwant Dullat,"Rahul Roy, Saraf Deepak, Farah","Drama, Family",1999,http://www.imdb.com/find?q=Phir+Kabhi+1999+
2774,Phool Aur Aag,T.L.V. Prasad,"Mithun Chakraborty, Jackie Shroff, Archana","Drama, Action, Comedy, Crime",1999,http://www.imdb.com/find?q=Phool+Aur+Aag+1999+
2775,Pilgrimage,Shaji N. Karun,"Suhasini, Mohanlal, Mattanoor Shankara Marar",Drama,1999,http://www.imdb.com/find?q=Pilgrimage+1999+
2776,Putlibai,Yash Chouhan,"Rajesh Bakshi, Raj Kiran, Raza Murad",,1999,http://www.imdb.com/find?q=Putlibai+1999+
2777,Pyaar Koi Khel Nahin,Subhash Sehgal,"Sunny Deol, Mahima Chaudhry, Apoorva Agnihotri",Drama,1999,http://www.imdb.com/find?q=Pyaar+Koi+Khel+Nahin+1999+
2778,Pyaar Mein Kabhi Kabhi,Raj Kaushal,"Sanjay Suri, Dino Morea, Rinke Khanna",Romance,1999,http://www.imdb.com/find?q=Pyaar+Mein+Kabhi+Kabhi+1999+
2779,Rajaji,Vimal Kumar,"Govinda, Raveena Tandon, Satish Kaushik","Comedy, Romance",1999,http://www.imdb.com/find?q=Rajaji+1999+
2780,Safari,Jyotin Goel,"Sanjay Dutt, Juhi Chawla, Tanuja",Action,1999,http://www.imdb.com/find?q=Safari+1999+
2781,Samar,Shyam Benegal,"Seema Biswas, Ravi Jhankal, Rajeshwari Sachdev",Drama,1999,http://www.imdb.com/find?q=Samar+1999+
2782,Sangharsh,Tanuja Chandra,"Akshay Kumar, Preity Zinta, Alia Bhatt, Ashutosh Rana","Thriller, Drama",1999,http://www.imdb.com/find?q=Sangharsh+1999+
2783,Sanyasi Mera Naam,Imran Khalid,"Mithun Chakraborty, Siddharth Dhawan, Mohan Joshi",Action,1999,http://www.imdb.com/find?q=Sanyasi+Mera+Naam+1999+
2784,Sarfarosh,John Matthew Matthan,"Aamir Khan, Sonali Bendre, Naseeruddin Shah","Action, Thriller",1999,http://www.imdb.com/find?q=Sarfarosh+1999+
2785,Sarfarosh-E-Hind,D.R. Kaushal,"Ishrat Ali, Sadashiv Amrapurkar, Arun Bakshi",Action,1999,http://www.imdb.com/find?q=Sarfarosh-E-Hind+1999+
2786,Sautela,Rama Rao Tatineni,"Vinay Anand, Mithun Chakraborty, Gulshan Grover",Action,1999,http://www.imdb.com/find?q=Sautela+1999+
2787,Shera,T.L.V. Prasad,"Asrani, Mithun Chakraborty, Pinky Chinoy",Action,1999,http://www.imdb.com/find?q=Shera+1999+
2788,Shool,E. Nivas,"Manoj Bajpai, Raveena Tandon, Sayaji Shinde","Action, Crime",1999,http://www.imdb.com/find?q=Shool+1999+
2789,Silsila Hai Pyar Ka,Shrabrani Deodar,"Chandrachur Singh, Karisma Kapoor, Danny Denzongpa, Aruna Irani",Romance,1999,http://www.imdb.com/find?q=Silsila+Hai+Pyar+Ka+1999+
2790,Sirf Tum,Agathiyan,"Sanjay Kapoor, Jackie Shroff, Sushmita Sen, Priya Gill, Salman Khan",Romance,1999,http://www.imdb.com/find?q=Sirf+Tum+1999+
2791,Sooryavansham,E. V. V. Satyanarayana,"Amitabh Bachchan, Jayasudha, Soundarya, Rachana Banerjee",Drama,1999,http://www.imdb.com/find?q=Sooryavansham+1999+
2792,Taal,Subhash Ghai,"Akshaye Khanna, Anil Kapoor, Aishwarya Rai","Musical, Romance",1999,http://www.imdb.com/find?q=Taal+1999+
2793,Tabaahi: The Destroyer,Gopi Sapru,"Mithun Chakraborty, Divya Dutta, Satyendra Kapoor",Action,1999,http://www.imdb.com/find?q=Tabaahi:+The+Destroyer+1999+
2794,Thakshak,Govind Nihlani,"Ajay Devgan, Tabu, Rahul Bose, Amrish Puri",Drama,1999,http://www.imdb.com/find?q=Thakshak+1999+
2795,Trishakti,Madhur Bhandarkar,"Sadashiv Amrapurkar, Milind Gunaji, Jatin Kanakia",,1999,http://www.imdb.com/find?q=Trishakti+1999+
2796,Vaastav: The Reality,Mahesh Manjrekar,"Sanjay Dutt, Namrata Shirodkar","Crime, Drama",1999,http://www.imdb.com/find?q=Vaastav:+The+Reality+1999+
2797,Yeh Hai Mumbai Meri Jaan,Mahesh Bhatt,"Saif Ali Khan, Twinkle Khanna",,1999,http://www.imdb.com/find?q=Yeh+Hai+Mumbai+Meri+Jaan+1999+
2798,Zulmi,Sandesh Kohli,"Akshay Kumar, Twinkle Khanna","Action, Romance",1999,http://www.imdb.com/find?q=Zulmi+1999+
